Date,Close/Last,Volume,Open,High,Low
03/24/2021,$104.97,5731334,$106.63,$107.28,$104.94
03/23/2021,$106.25,5657840,$107.74,$107.9477,$105.6738
03/22/2021,$107.57,7605084,$106.4,$108.42,$106
03/19/2021,$106.34,21452020,$108.35,$108.85,$105.825
03/18/2021,$107.62,7813431,$109.28,$110.27,$107.5
03/17/2021,$110.46,10128450,$111.31,$111.46,$108.9327
03/16/2021,$111.34,11376180,$110.568,$112.34,$109.89
03/15/2021,$108.9,7111401,$107.89,$108.95,$107.06
03/12/2021,$107.81,3356023,$107.42,$107.99,$106.58
03/11/2021,$107.32,4670732,$108.41,$108.57,$107.26
03/10/2021,$107.78,6076974,$107.22,$109.07,$106.96
03/09/2021,$106.55,5510948,$106.28,$107.97,$105.83
03/08/2021,$105.03,5119532,$104.8,$106.89,$104.23
03/05/2021,$105.2,5559905,$106.06,$106.06,$102.75
03/04/2021,$104.89,7211833,$106.26,$107.17,$103.85
03/03/2021,$106.22,5313426,$106.94,$107.96,$106.12
03/02/2021,$107.2,5016782,$107.31,$108.2499,$105.82
03/01/2021,$106.87,7931631,$108.6,$110.47,$106.54
02/26/2021,$108.03,15122850,$104.15,$109.48,$103.68
02/25/2021,$103.47,7534020,$104,$105.77,$103.11
02/24/2021,$104.38,7542690,$101.16,$104.51,$100.6
02/23/2021,$101.37,8740260,$103.34,$103.34,$99.93
02/22/2021,$101.81,5211754,$102.99,$102.99,$101.75
02/19/2021,$103.37,4129146,$104.75,$105.28,$103.22
02/18/2021,$104.97,4098865,$103.775,$105.34,$103.41
02/17/2021,$104.44,5735722,$105.105,$105.46,$104.15
02/16/2021,$106.15,4928053,$104.88,$106.59,$104.7
02/12/2021,$105.3,3169814,$105.74,$105.94,$104.72
02/11/2021,$105.86,2976042,$106.115,$106.23,$105.03
02/10/2021,$105.87,4293184,$106.78,$106.9,$104.93
02/09/2021,$106.22,4095226,$106,$106.83,$105.22
02/08/2021,$106.26,4836631,$106.42,$106.53,$105.34
02/05/2021,$106.48,8072094,$105.0871,$107.5399,$104.7823
02/04/2021,$103.64,6926764,$101.36,$104.24,$101.11
02/03/2021,$101.02,3934770,$101.25,$102.65,$100.81
02/02/2021,$101.65,6917661,$99.05,$102.48,$98.783
02/01/2021,$98.58,7206259,$96.99,$99.62,$96.92
01/29/2021,$96.81,8203032,$97.385,$97.79,$95.92
01/28/2021,$98.15,8868207,$98.935,$100.53,$98.1
01/27/2021,$97.87,18139470,$101.48,$101.78,$96.73
01/26/2021,$104.69,7195251,$103.4,$105.21,$103.24
01/25/2021,$103.45,5008991,$103.745,$103.95,$102.1694
01/22/2021,$103.91,5231584,$104.159,$104.47,$103.062
01/21/2021,$104.58,5732873,$105.46,$105.49,$104.45
01/20/2021,$105.46,5844257,$102.41,$105.85,$102.2
01/19/2021,$102.54,6519615,$102.797,$103.6,$101.34
01/15/2021,$102.33,5523156,$101.38,$102.69,$101.21
01/14/2021,$101.82,4528313,$103.8,$104.19,$101.7127
01/13/2021,$102.89,4804483,$102.32,$103.38,$101.49
01/12/2021,$102.82,4332575,$104.01,$104.32,$102.306
01/11/2021,$104.6,4258027,$105.1,$105.64,$104.27
01/08/2021,$105.67,5869677,$103.86,$105.76,$103.42
01/07/2021,$103.35,5057016,$104.49,$104.64,$102.95
01/06/2021,$104.19,5017464,$102.99,$105.21,$102.905
01/05/2021,$103.44,5721905,$102.92,$104.26,$102.8
01/04/2021,$103.1,8041533,$107.66,$107.75,$102.1401
12/31/2020,$106.98,3566295,$106,$107.14,$105.615
12/30/2020,$105.97,3654380,$105.99,$106.62,$105.7801
12/29/2020,$105.63,4780921,$104.887,$105.78,$104.47
12/28/2020,$104.34,5055179,$102.92,$104.38,$102.31
12/24/2020,$102.01,1949183,$102.3,$102.36,$101.68
12/23/2020,$102.06,3817267,$102.29,$102.685,$101.965
12/22/2020,$102.41,4305282,$102.12,$103.17,$101.892
12/21/2020,$102.94,7175930,$101.22,$103.15,$100.02
12/18/2020,$103.28,10214980,$103.33,$104.11,$102.95
12/17/2020,$103.21,4535689,$103.55,$104.04,$102.61
12/16/2020,$103.27,6409253,$104.1,$104.8,$102.72
12/15/2020,$104.18,5196689,$104.24,$104.8586,$103.78
12/14/2020,$103.32,5156155,$103.83,$104.71,$103.25
12/11/2020,$103,6262636,$104.405,$104.78,$102.33
12/10/2020,$105.39,12939180,$103.508,$106.09,$102.75
12/09/2020,$100.4,6629890,$101.94,$102.21,$100.1
12/08/2020,$101.21,3911250,$100.37,$101.57,$100.01
12/07/2020,$101.41,4514754,$102.01,$102.22,$100.69
12/04/2020,$102.28,6952704,$101.35,$102.94,$101.07
12/03/2020,$100.11,6264077,$99.02,$101,$98.965
12/02/2020,$98.91,3377940,$98.51,$99.04,$98.2133
12/01/2020,$98.82,4970293,$99,$99.26,$98.25
11/30/2020,$98.02,5197253,$98.2,$98.29,$96.96
11/27/2020,$98.66,2169708,$98.48,$98.975,$98.28
11/25/2020,$98.2,4027147,$98.5,$98.54,$97.94
11/24/2020,$98.3,6323025,$97.51,$98.72,$97.4
11/23/2020,$96.88,4805779,$97.62,$97.86,$96.42
11/20/2020,$97.01,4610081,$97.42,$97.5388,$96.9522
11/19/2020,$97.76,4252272,$97.24,$97.92,$96.86
11/18/2020,$97.91,6039520,$98.63,$99.3264,$97.91
11/17/2020,$98.6,8722293,$97.21,$98.775,$96.805
11/16/2020,$97.78,9367636,$96.79,$97.81,$96.02
11/13/2020,$95.56,5518003,$94.38,$95.59,$93.7
11/12/2020,$93.53,7061844,$94.66,$94.755,$92.66
11/11/2020,$95.04,8296547,$94.11,$95.83,$94.02
11/10/2020,$93.92,10474700,$93.74,$95.27,$93.14
11/09/2020,$95.88,16225770,$97.32,$97.65,$95.64
11/06/2020,$90.65,6626107,$90.15,$91.2,$89.78
11/05/2020,$90.62,6169717,$90.69,$91.16,$89.9
11/04/2020,$89.79,10509390,$88.9,$91.285,$88.74
11/03/2020,$88.39,6910439,$86.778,$89.06,$86.18
11/02/2020,$85.97,8904850,$87.54,$87.765,$85.45
10/30/2020,$86.96,11402800,$87.75,$88.39,$85.63
10/29/2020,$88.3,8440044,$87.17,$89.11,$86.61
10/28/2020,$87.17,12738750,$88.65,$88.95,$86.61
10/27/2020,$90.05,8027508,$89.48,$90.345,$89.17
10/26/2020,$89.66,7756413,$90.03,$91.13,$88.65
10/23/2020,$90.8,7811524,$89.8,$90.96,$89.44
10/22/2020,$89.36,4259035,$88.02,$89.38,$87.7
10/21/2020,$88.27,4119201,$88.38,$89.16,$88.19
10/20/2020,$88.51,4942578,$88.68,$89.715,$88.04
10/19/2020,$87.6,5426622,$88.7,$89.57,$87.36
10/16/2020,$88.52,4722554,$89.39,$89.63,$88.44
10/15/2020,$88.83,5002626,$88.16,$88.87,$87.67
10/14/2020,$89.31,4763260,$90.17,$90.6,$88.56
10/13/2020,$90.16,5731971,$90.58,$90.85,$89.77
10/12/2020,$90.78,5909054,$90.4595,$91.1,$89.9301
10/09/2020,$90.01,6197682,$89.8,$90.33,$89.58
10/08/2020,$89.53,4958766,$88.46,$89.61,$88.41
10/07/2020,$88.45,5179285,$87.82,$88.98,$87.44
10/06/2020,$87.01,7951077,$88.65,$89.28,$86.8
10/05/2020,$88.47,7004835,$87.27,$88.675,$87.2
10/02/2020,$86.57,5602288,$85.15,$87.13,$85.09
10/01/2020,$86.74,7241186,$87.04,$87.45,$86.195
09/30/2020,$85.92,10134360,$86.63,$87.16,$85.47
09/29/2020,$84.8,4064974,$86.25,$86.25,$84.625
09/28/2020,$86.07,5976196,$85.52,$86.24,$84.99
09/25/2020,$84.3,5981463,$82.53,$84.69,$82.22
09/24/2020,$83.04,4881473,$82.63,$84.14,$81.92
09/23/2020,$82.99,6414658,$84.38,$84.9,$82.82
09/22/2020,$83.95,4464961,$84.05,$84.39,$83.175
09/21/2020,$83.89,7188830,$82.86,$83.95,$81.75
09/18/2020,$84.95,10113450,$86.81,$87.24,$84.6
09/17/2020,$86.75,7386586,$87.05,$87.32,$85.355
09/16/2020,$88.38,7146989,$88,$89.43,$87.75
09/15/2020,$87.71,8361907,$87.18,$88.25,$87.1706
09/14/2020,$86.63,5535807,$85.752,$87.055,$85.64
09/11/2020,$85.27,7103251,$84.95,$85.85,$84.15
09/10/2020,$84.88,7551958,$85.8,$87.07,$84.5275
09/09/2020,$85.86,6928650,$85.934,$86.827,$84.46
09/08/2020,$85.41,11083140,$85.27,$87.5834,$84.77
